"Notes"	"County"	"County Code"	"Race"	"Race Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Chronic Hypertension"	"Chronic Hypertension Code"	"Delivery Method"	"Delivery Method Code"	Births
	"Kings County, NY"	"36047"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	97
	"Kings County, NY"	"36047"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	32
	"Kings County, NY"	"36047"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	33
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	58
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	103
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	37
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	120
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	35
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	57
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	39
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	21
	"Monroe County, NY"	"36055"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	15
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	12
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	46
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	11
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	62
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	30
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	82
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	46
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	40
	"Nassau County, NY"	"36059"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	53
	"New York County, NY"	"36061"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	55
	"New York County, NY"	"36061"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	145
	"New York County, NY"	"36061"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	37
	"New York County, NY"	"36061"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	177
	"New York County, NY"	"36061"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	53
	"New York County, NY"	"36061"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	172
	"New York County, NY"	"36061"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	60
	"New York County, NY"	"36061"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	90
	"New York County, NY"	"36061"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	61
	"New York County, NY"	"36061"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	22
	"New York County, NY"	"36061"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	16
	"Niagara County, NY"	"36063"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	13
	"Oneida County, NY"	"36065"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	16
	"Oneida County, NY"	"36065"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	27
	"Oneida County, NY"	"36065"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	13
	"Onondaga County, NY"	"36067"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	18
	"Onondaga County, NY"	"36067"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	39
	"Onondaga County, NY"	"36067"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	15
	"Onondaga County, NY"	"36067"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	28
	"Onondaga County, NY"	"36067"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	17
	"Onondaga County, NY"	"36067"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	24
	"Onondaga County, NY"	"36067"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	12
	"Ontario County, NY"	"36069"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	14
	"Ontario County, NY"	"36069"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	14
	"Orange County, NY"	"36071"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	40
	"Orange County, NY"	"36071"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	66
	"Orange County, NY"	"36071"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	29
	"Orange County, NY"	"36071"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	83
	"Orange County, NY"	"36071"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	43
	"Orange County, NY"	"36071"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	62
	"Orange County, NY"	"36071"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	41
	"Orange County, NY"	"36071"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	28
	"Orange County, NY"	"36071"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	29
	"Orange County, NY"	"36071"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	10
	"Queens County, NY"	"36081"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	106
	"Queens County, NY"	"36081"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	18
	"Queens County, NY"	"36081"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	314
	"Queens County, NY"	"36081"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	92
	"Queens County, NY"	"36081"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	415
	"Queens County, NY"	"36081"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	144
	"Queens County, NY"	"36081"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	383
	"Queens County, NY"	"36081"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	185
	"Queens County, NY"	"36081"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	172
	"Queens County, NY"	"36081"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	128
	"Queens County, NY"	"36081"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	30
	"Queens County, NY"	"36081"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	34
	"Rensselaer County, NY"	"36083"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	12
	"Rensselaer County, NY"	"36083"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	16
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	39
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	107
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	25
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	123
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	51
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	95
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	47
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	49
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	38
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	12
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	11
	"Rockland County, NY"	"36087"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	10
	"Rockland County, NY"	"36087"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	13
	"Rockland County, NY"	"36087"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	27
	"Rockland County, NY"	"36087"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	33
	"Rockland County, NY"	"36087"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	18
	"Rockland County, NY"	"36087"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	12
	"Rockland County, NY"	"36087"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	19
	"Schenectady County, NY"	"36093"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	11
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	30
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	91
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	51
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	116
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	84
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	121
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	88
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	49
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	60
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	12
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	17
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	12
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	53
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	144
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	55
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	180
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	89
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	174
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	120
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	93
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	73
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	24
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	27
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	38
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	75
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	34
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	69
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	35
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	47
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	23
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	24
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	24
	"Alamance County, NC"	"37001"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	11
	"Alamance County, NC"	"37001"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	42
	"Alamance County, NC"	"37001"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	31
	"Alamance County, NC"	"37001"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	35
	"Alamance County, NC"	"37001"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	16
	"Brunswick County, NC"	"37019"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	11
	"Brunswick County, NC"	"37019"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	14
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	14
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	25
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	26
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	10
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	32
	"Buncombe County, NC"	"37021"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	11
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	19
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	36
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	13
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	41
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	11
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	28
	"Cabarrus County, NC"	"37025"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	16
	"Catawba County, NC"	"37035"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	36
	"Catawba County, NC"	"37035"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	24
	"Catawba County, NC"	"37035"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	32
	"Catawba County, NC"	"37035"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	14
	"Craven County, NC"	"37049"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	27
	"Craven County, NC"	"37049"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	12
	"Craven County, NC"	"37049"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	13
	"Cumberland County, NC"	"37051"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	11
	"Cumberland County, NC"	"37051"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	89
	"Cumberland County, NC"	"37051"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	13
	"Cumberland County, NC"	"37051"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	70
	"Cumberland County, NC"	"37051"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	23
	"Cumberland County, NC"	"37051"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	34
	"Cumberland County, NC"	"37051"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	17
	"Cumberland County, NC"	"37051"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	18
	"Davidson County, NC"	"37057"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	16
	"Davidson County, NC"	"37057"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	20
	"Davidson County, NC"	"37057"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	11
	"Durham County, NC"	"37063"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	21
	"Durham County, NC"	"37063"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	50
	"Durham County, NC"	"37063"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	66
	"Durham County, NC"	"37063"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	16
	"Durham County, NC"	"37063"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	64
	"Durham County, NC"	"37063"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	13
	"Durham County, NC"	"37063"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	28
	"Durham County, NC"	"37063"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	11
	"Forsyth County, NC"	"37067"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	56
	"Forsyth County, NC"	"37067"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	77
	"Forsyth County, NC"	"37067"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	75
	"Forsyth County, NC"	"37067"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	11
	"Forsyth County, NC"	"37067"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	73
	"Forsyth County, NC"	"37067"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	17
	"Forsyth County, NC"	"37067"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	41
	"Forsyth County, NC"	"37067"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	13
	"Gaston County, NC"	"37071"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	21
	"Gaston County, NC"	"37071"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	18
	"Gaston County, NC"	"37071"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	13
	"Guilford County, NC"	"37081"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	22
	"Guilford County, NC"	"37081"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	66
	"Guilford County, NC"	"37081"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	16
	"Guilford County, NC"	"37081"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	80
	"Guilford County, NC"	"37081"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	63
	"Guilford County, NC"	"37081"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	16
	"Guilford County, NC"	"37081"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	28
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	17
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	23
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	29
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	35
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	11
	"Harnett County, NC"	"37085"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	13
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	29
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	32
	"Henderson County, NC"	"37089"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	22
	"Iredell County, NC"	"37097"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	11
	"Iredell County, NC"	"37097"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	21
	"Iredell County, NC"	"37097"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	18
	"Johnston County, NC"	"37101"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	12
	"Johnston County, NC"	"37101"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	47
	"Johnston County, NC"	"37101"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	39
	"Johnston County, NC"	"37101"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	12
	"Johnston County, NC"	"37101"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	31
	"Johnston County, NC"	"37101"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	10
	"Johnston County, NC"	"37101"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	18
	"Johnston County, NC"	"37101"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	14
	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	49
	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	157
	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	19
	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	179
	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	42
	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	147
	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	43
	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	78
	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	26
	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	19
	"New Hanover County, NC"	"37129"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	17
	"New Hanover County, NC"	"37129"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	16
